,alls_POS,Pts,alls_Mat,alls_Wkts,Dots,alls_4s,alls_6s,Catches,Stumpings,Bat_POS,Bat_Inns,NO,Bat_Runs,HS,BF,100,50,Bat_Avg,Bat_SR,Bow_POS,Bow_Inns,Ov,Bow_Runs,BBI,4w,5w,Bow_Avg,Balls,economy,Bow_SR
0,1.0,369.0,14.0,11.0,61.0,31.0,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.0,342.0,16.0,14.0,94.0,28.0,29.0,11.0,0.0,16.0,15.0,6.0,402.0,91,210.0,0.0,1.0,44.67,191.43,14.0,16.0,42.3,390.0,0.0,0.0,0.0,27.86,255.0,9.18,18.21
2,3.0,274.5,17.0,22.0,190.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,64.3,482.0,0.0,0.0,0.0,21.91,387.0,7.47,17.59
3,4.0,255.0,17.0,26.0,149.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5.0,247.5,16.0,0.0,0.0,45.0,25.0,17.0,2.0,3.0,16.0,1.0,529.0,81,398.0,0.0,4.0,35.27,132.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6.0,247.5,15.0,17.0,166.0,2.0,2.0,4.0,0.0,76.0,8.0,3.0,34.0,17,23.0,0.0,0.0,6.8,147.83,9.0,15.0,60.0,377.0,0.0,0.0,0.0,22.18,360.0,6.28,21.18
6,7.0,247.0,16.0,0.0,0.0,37.0,27.0,18.0,6.0,7.0,16.0,3.0,488.0,78,300.0,0.0,3.0,37.54,162.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8.0,240.5,16.0,19.0,169.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,61.4,409.0,0.0,0.0,0.0,21.53,370.0,6.63,19.47
8,9.0,234.5,16.0,15.0,128.0,7.0,4.0,9.0,0.0,51.0,9.0,6.0,106.0,31,88.0,0.0,0.0,35.33,120.45,12.0,16.0,54.0,343.0,0.0,0.0,0.0,22.87,324.0,6.35,21.6
9,10.0,231.5,13.0,0.0,0.0,45.0,34.0,0.0,0.0,6.0,13.0,1.0,490.0,99,319.0,0.0,4.0,40.83,153.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,11.0,227.5,14.0,0.0,0.0,49.0,25.0,7.0,0.0,2.0,14.0,3.0,593.0,100,438.0,1.0,6.0,53.91,135.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,12.0,226.0,15.0,13.0,168.0,1.0,0.0,4.0,0.0,92.0,5.0,2.0,12.0,7,19.0,0.0,0.0,4.0,63.16,17.0,15.0,59.0,461.0,0.0,0.0,0.0,35.46,354.0,7.81,27.23
12,13.0,221.0,12.0,0.0,0.0,57.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,14.0,219.0,12.0,25.0,113.0,0.0,1.0,6.0,0.0,91.0,4.0,1.0,14.0,9,15.0,0.0,0.0,4.67,93.33,2.0,12.0,47.0,368.0,0.0,2.0,0.0,14.72,282.0,7.83,11.28
14,15.0,213.0,14.0,20.0,107.0,8.0,1.0,5.0,0.0,67.0,7.0,3.0,63.0,19,46.0,0.0,0.0,15.75,136.96,4.0,14.0,48.0,347.0,0.0,0.0,0.0,17.35,288.0,7.23,14.4
15,16.0,211.0,16.0,0.0,0.0,64.0,11.0,5.0,0.0,4.0,16.0,1.0,521.0,97,384.0,0.0,5.0,34.73,135.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,17.0,211.0,16.0,12.0,94.0,18.0,5.0,5.0,0.0,39.0,15.0,4.0,183.0,42,150.0,0.0,0.0,16.64,122.0,19.0,16.0,46.0,335.0,0.0,0.0,0.0,27.92,276.0,7.28,23.0
17,18.0,210.5,10.0,0.0,0.0,48.0,18.0,9.0,2.0,10.0,10.0,2.0,445.0,114,283.0,1.0,2.0,55.62,157.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,19.0,205.0,12.0,10.0,96.0,17.0,9.0,0.0,0.0,46.0,9.0,1.0,143.0,47,86.0,0.0,0.0,17.88,166.28,27.0,12.0,44.2,347.0,0.0,0.0,0.0,34.7,266.0,7.83,26.6
19,20.0,203.0,14.0,10.0,110.0,10.0,3.0,9.0,0.0,50.0,12.0,6.0,110.0,26,88.0,0.0,0.0,18.33,125.0,26.0,14.0,51.0,364.0,0.0,0.0,0.0,36.4,306.0,7.14,30.6
20,21.0,198.0,14.0,19.0,119.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,22.0,191.0,11.0,11.0,121.0,4.0,4.0,3.0,0.0,64.0,5.0,3.0,67.0,27,40.0,0.0,0.0,33.5,167.5,22.0,11.0,43.0,291.0,0.0,0.0,0.0,26.45,258.0,6.77,23.45
22,23.0,190.0,17.0,0.0,0.0,42.0,20.0,6.0,0.0,17.0,17.0,0.0,398.0,96,312.0,0.0,3.0,23.41,127.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,24.0,187.5,14.0,18.0,117.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,49.2,386.0,0.0,1.0,0.0,21.44,296.0,7.82,16.44
24,25.0,187.0,13.0,11.0,141.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,24.0,13.0,48.0,397.0,0.0,0.0,0.0,36.09,288.0,8.27,26.18
25,26.0,186.0,11.0,6.0,63.0,16.0,17.0,1.0,0.0,35.0,10.0,2.0,220.0,66,133.0,0.0,2.0,27.5,165.41,39.0,9.0,25.0,169.0,0.0,0.0,0.0,28.17,150.0,6.76,25.0
26,27.0,183.5,13.0,0.0,0.0,31.0,26.0,6.0,0.0,11.0,13.0,3.0,442.0,82,287.0,0.0,5.0,44.2,154.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,28.0,183.0,11.0,16.0,117.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,44.0,312.0,0.0,0.0,0.0,19.5,264.0,7.09,16.5
28,29.0,183.0,13.0,13.0,125.0,2.0,0.0,3.0,0.0,94.0,4.0,2.0,12.0,10,11.0,0.0,0.0,6.0,109.09,15.0,13.0,47.0,308.0,0.0,0.0,0.0,23.69,282.0,6.55,21.69
29,30.0,182.0,13.0,0.0,0.0,41.0,22.0,1.0,0.0,14.0,13.0,0.0,405.0,82,290.0,0.0,4.0,31.15,139.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,31.0,180.5,14.0,15.0,100.0,3.0,3.0,4.0,0.0,72.0,6.0,1.0,42.0,17,28.0,0.0,0.0,8.4,150.0,13.0,14.0,55.0,400.0,0.0,0.0,0.0,26.67,330.0,7.27,22.0
31,32.0,176.0,13.0,13.0,122.0,1.0,1.0,1.0,0.0,97.0,3.0,3.0,10.0,10,3.0,0.0,0.0,0.0,333.33,16.0,13.0,46.0,349.0,0.0,0.0,0.0,26.85,276.0,7.59,21.23
32,33.0,175.5,15.0,0.0,0.0,22.0,23.0,11.0,5.0,13.0,12.0,7.0,416.0,84,309.0,0.0,3.0,83.2,134.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,34.0,175.0,15.0,0.0,0.0,52.0,10.0,4.0,0.0,15.0,15.0,1.0,405.0,67,315.0,0.0,2.0,28.93,128.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,35.0,175.0,14.0,0.0,0.0,48.0,10.0,6.0,2.0,21.0,14.0,0.0,373.0,67,268.0,0.0,2.0,26.64,139.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,36.0,174.0,14.0,3.0,15.0,27.0,21.0,3.0,0.0,24.0,11.0,1.0,344.0,85,235.0,0.0,3.0,34.4,146.38,56.0,6.0,8.0,72.0,0.0,0.0,0.0,24.0,48.0,9.0,16.0
36,37.0,173.0,14.0,0.0,0.0,46.0,13.0,5.0,0.0,8.0,14.0,0.0,464.0,100,328.0,1.0,2.0,33.14,141.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,38.0,172.5,12.0,0.0,0.0,36.0,15.0,12.0,0.0,18.0,12.0,1.0,396.0,96,321.0,0.0,3.0,36.0,123.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,39.0,171.5,16.0,0.0,0.0,41.0,14.0,8.0,0.0,9.0,16.0,1.0,463.0,67,386.0,0.0,3.0,30.87,119.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,40.0,170.0,16.0,0.0,0.0,45.0,10.0,9.0,0.0,12.0,15.0,2.0,424.0,71,324.0,0.0,2.0,32.62,130.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,41.0,164.0,8.0,0.0,0.0,38.0,14.0,8.0,0.0,28.0,8.0,0.0,311.0,89,205.0,0.0,3.0,38.88,151.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,42.0,162.5,17.0,0.0,1.0,45.0,9.0,7.0,0.0,20.0,17.0,1.0,383.0,59,314.0,0.0,3.0,23.94,121.97,89.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0
42,43.0,156.5,14.0,0.0,0.0,45.0,9.0,5.0,0.0,19.0,13.0,1.0,393.0,105,285.0,1.0,1.0,32.75,137.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,44.0,156.5,8.0,8.0,69.0,8.0,7.0,6.0,0.0,49.0,7.0,1.0,115.0,31,76.0,0.0,0.0,19.17,151.32,32.0,8.0,29.1,194.0,0.0,1.0,0.0,24.25,175.0,6.65,21.88
44,45.0,153.5,9.0,19.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,34.5,287.0,0.0,0.0,0.0,15.11,209.0,8.24,11.0
45,46.0,151.5,13.0,10.0,87.0,4.0,2.0,5.0,0.0,71.0,5.0,2.0,42.0,14,37.0,0.0,0.0,14.0,113.51,28.0,13.0,44.3,399.0,0.0,0.0,0.0,39.9,267.0,8.97,26.7
46,47.0,150.5,12.0,11.0,74.0,6.0,3.0,5.0,0.0,60.0,9.0,4.0,80.0,27,66.0,0.0,0.0,16.0,121.21,23.0,12.0,41.1,330.0,0.0,0.0,0.0,30.0,247.0,8.02,22.45
47,48.0,149.5,12.0,16.0,91.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,44.5,438.0,0.0,2.0,0.0,27.38,269.0,9.77,16.81
48,49.0,149.0,16.0,0.0,0.0,45.0,9.0,2.0,0.0,22.0,16.0,0.0,353.0,99,264.0,0.0,2.0,22.06,133.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,50.0,143.0,9.0,10.0,60.0,13.0,3.0,2.0,0.0,55.0,8.0,4.0,95.0,55,55.0,0.0,1.0,23.75,172.73,29.0,9.0,33.0,323.0,0.0,1.0,0.0,32.3,198.0,9.79,19.8
50,51.0,137.0,11.0,8.0,88.0,3.0,1.0,4.0,0.0,80.0,7.0,5.0,25.0,14,25.0,0.0,0.0,12.5,100.0,35.0,11.0,37.5,371.0,0.0,0.0,0.0,46.38,227.0,9.81,28.38
51,52.0,133.0,9.0,13.0,68.0,1.0,2.0,4.0,0.0,77.0,6.0,0.0,32.0,17,37.0,0.0,0.0,5.33,86.49,18.0,9.0,33.0,306.0,0.0,0.0,0.0,23.54,198.0,9.27,15.23
52,53.0,132.0,16.0,0.0,0.0,14.0,22.0,8.0,0.0,32.0,14.0,6.0,279.0,83,178.0,0.0,1.0,34.88,156.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,54.0,131.5,13.0,0.0,0.0,26.0,14.0,7.0,0.0,26.0,13.0,0.0,332.0,58,234.0,0.0,2.0,25.54,141.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,55.0,129.0,11.0,11.0,83.0,2.0,0.0,1.0,0.0,81.0,4.0,2.0,21.0,8,24.0,0.0,0.0,10.5,87.5,21.0,11.0,40.0,270.0,0.0,0.0,0.0,24.55,240.0,6.75,21.82
55,56.0,129.0,11.0,12.0,82.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,42.4,352.0,0.0,0.0,0.0,29.33,256.0,8.25,21.33
56,57.0,128.0,12.0,0.0,0.0,28.0,13.0,4.0,1.0,25.0,12.0,2.0,342.0,102,230.0,1.0,0.0,34.2,148.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,58.0,123.5,12.0,0.0,0.0,34.0,6.0,7.0,0.0,23.0,11.0,3.0,344.0,83,263.0,0.0,3.0,43.0,130.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,59.0,121.5,14.0,0.0,0.0,22.0,14.0,7.0,0.0,33.0,13.0,5.0,253.0,97,173.0,0.0,2.0,31.62,146.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,60.0,115.0,12.0,0.0,0.0,28.0,10.0,4.0,0.0,31.0,11.0,2.0,282.0,67,245.0,0.0,1.0,31.33,115.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,61.0,114.0,11.0,4.0,95.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.0,11.0,40.2,377.0,0.0,0.0,0.0,94.25,242.0,9.35,60.5
61,62.0,114.0,10.0,2.0,32.0,14.0,10.0,2.0,0.0,37.0,10.0,6.0,211.0,46,156.0,0.0,0.0,52.75,135.26,66.0,6.0,16.4,145.0,0.0,0.0,0.0,72.5,100.0,8.7,50.0
62,63.0,113.0,10.0,6.0,77.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,41.0,10.0,35.0,335.0,0.0,0.0,0.0,55.83,210.0,9.57,35.0
63,64.0,112.0,15.0,1.0,14.0,11.0,12.0,10.0,0.0,34.0,14.0,2.0,244.0,40,193.0,0.0,0.0,20.33,126.42,77.0,5.0,8.0,70.0,0.0,0.0,0.0,70.0,48.0,8.75,48.0
64,65.0,111.5,10.0,8.0,65.0,1.0,1.0,5.0,0.0,90.0,3.0,1.0,14.0,12,7.0,0.0,0.0,7.0,200.0,34.0,9.0,30.0,281.0,0.0,0.0,0.0,35.12,180.0,9.37,22.5
65,66.0,105.0,14.0,0.0,0.0,21.0,10.0,7.0,0.0,29.0,13.0,4.0,296.0,76,238.0,0.0,3.0,32.89,124.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,67.0,104.0,8.0,9.0,54.0,1.0,1.0,5.0,0.0,84.0,6.0,1.0,18.0,7,24.0,0.0,0.0,3.6,75.0,31.0,8.0,27.1,237.0,0.0,0.0,0.0,26.33,163.0,8.72,18.11
67,68.0,103.0,11.0,10.0,58.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,37.2,398.0,0.0,0.0,0.0,39.8,224.0,10.66,22.4
68,69.0,98.5,9.0,7.0,69.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,28.1,269.0,0.0,0.0,0.0,38.43,169.0,9.55,24.14
69,70.0,97.5,7.0,2.0,18.0,17.0,5.0,5.0,0.0,44.0,5.0,0.0,160.0,50,126.0,0.0,1.0,32.0,126.98,65.0,7.0,14.0,121.0,0.0,0.0,0.0,60.5,84.0,8.64,42.0
70,71.0,96.5,12.0,0.0,0.0,30.0,4.0,3.0,0.0,27.0,10.0,2.0,319.0,73,275.0,0.0,3.0,39.88,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,72.0,93.5,9.0,6.0,31.0,8.0,4.0,3.0,0.0,48.0,9.0,3.0,123.0,46,99.0,0.0,0.0,20.5,124.24,43.0,6.0,16.5,189.0,0.0,0.0,0.0,31.5,101.0,11.23,16.83
72,73.0,89.5,17.0,0.0,0.0,20.0,7.0,6.0,0.0,30.0,17.0,5.0,282.0,57,303.0,0.0,1.0,23.5,93.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,74.0,89.5,10.0,0.0,0.0,19.0,7.0,7.0,0.0,36.0,10.0,2.0,213.0,59,164.0,0.0,1.0,26.62,129.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,75.0,84.0,10.0,5.0,59.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,44.0,10.0,34.0,255.0,0.0,0.0,0.0,51.0,204.0,7.5,40.8
75,76.0,80.0,6.0,8.0,47.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33.0,6.0,23.0,210.0,0.0,0.0,0.0,26.25,138.0,9.13,17.25
76,77.0,79.5,7.0,6.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,40.0,7.0,27.0,242.0,0.0,0.0,0.0,40.33,162.0,8.96,27.0
77,78.0,78.0,9.0,4.0,54.0,1.0,0.0,3.0,0.0,93.0,4.0,2.0,12.0,10,8.0,0.0,0.0,6.0,150.0,51.0,9.0,33.0,286.0,0.0,0.0,0.0,71.5,198.0,8.67,49.5
78,79.0,76.5,7.0,0.0,0.0,10.0,14.0,1.0,0.0,41.0,6.0,0.0,168.0,48,107.0,0.0,0.0,28.0,157.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,80.0,75.5,8.0,7.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,36.0,8.0,27.0,238.0,0.0,0.0,0.0,34.0,162.0,8.81,23.14
